text,Bored,Angry,Sad,Fear,Happy,Excited
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
purplebricks aniel__Brookes arahduk121 igel_Farage KIP ouglasCarswell won't need it to hold a referendum.,0.0728376836,0.202924334,0.1596642857,0.1711950555,0.1858979395,0.2074807016
"arolineMikuta: David Cameron says No complaint was made of Coulson's work when at 10 Downing Street.
Not the point.
Many ask WHY he wa…",0.1186496597,0.2361510431,0.2001572679,0.1687306179,0.1274467559,0.1488646556
BBC : VIDEO: Sturgeon on post-election deals ,0.0399563551,0.1259960171,0.0346654093,0.1464775803,0.2572873353,0.3956173029
"ouiseMensch: my fellow Tory tweeps, if you see somebody saying they are voting Conservative pls take a moment to thank them &amp; follow …",0.0284045631,0.0672943715,0.044213956,0.1146208009,0.356566546,0.3888997625
"eight_loss_fb: lose weight fast 
bbc ukip 39 fcbgetafe 28a bugil it peace gintama",0.0634811851,0.1138337962,0.0392936995,0.0590982722,0.3363382467,0.3879548004
imonHoneydew: .uardian if you squint it looks like Clegg is holding a banana,0.0294185709,0.1388150638,0.1501617159,0.2816265794,0.1330978474,0.2668802227
"bagpipes The Diary: Is Nicola Sturgeon obsessed with the South of England, and what ... - Herald Scotland: Th... ",0.1235440339,0.1087240471,0.1546042856,0.271835258,0.1948731547,0.1464192208
"CHQPress: Ed Miliband, who wants to PM next week, still doesn't accept that Labour spent too much. What planet is he on? BBCQT JustN…",0.0625712787,0.1635958668,0.2699208006,0.2914390101,0.1179098439,0.0945631999
abourList: Senior Tories caught out all tweeting the same thing about Cameron on Question Time ,0.1347434674,0.1348639089,0.1342482132,0.3260464858,0.0788480404,0.1912498843
hewinning55: Sturgeon gives herself payrise making her 6th highest paid politician in World and rides around in a helicopter then slam…,0.042045619,0.1989510281,0.0610516031,0.1184110166,0.2268580365,0.3526826967
"VIDEO: Sturgeon on post-election deals: The SNP leader says if Labour's Ed Miliband ""turns his back"" on any po... ",0.0583556181,0.1352152847,0.160224394,0.2348517038,0.2150030127,0.1963499867
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
VIDEO: 'I will never apologise' for coalition: Lib Dem leader Nick Clegg has defended his decision to go into ... ,0.0527350846,0.1438768589,0.2097633769,0.2296941069,0.2023974397,0.161533133
"eight_loss_fb: lose weight fast 
bbc ukip 39 fcbgetafe 28a bugil it peace gintama",0.0634811851,0.1138337962,0.0392936995,0.0590982722,0.3363382467,0.3879548004
"aitch7 azelcowan absolutely, I do think we are looking at a minority Gov hope SNP freeze to death out in the cold SNPout",0.0176132366,0.2477113465,0.1182167488,0.2893369729,0.132271009,0.1948506862
"ypetlive ntony4wakey BBCQT Question Time: Guardian/ICM poll 44% say Cameron won, 38% Miliband - live ",0.0142037527,0.1272217012,0.0333492855,0.0823934815,0.2618479537,0.4809838255
artinSLewis: Miliband has grown in presentational confidence enormously - he had more humour and warmth than Cameron. bbcqt,0.035565209,0.1119324691,0.1928273789,0.2243797422,0.2317256769,0.2035695239
olitics_co_uk: Nick Clegg was the surprise winner of the bbcqt debate  ,0.0632926379,0.1061751017,0.0576252298,0.1664948994,0.2881660368,0.3182460944
"hrisLawSNP: It's clear now. The undeeSNP, heSNP are the inlyarty prepared to lock out the Tories VoteSNPgetScotland VoteSNP G…",0.0343866019,0.2319509233,0.0966040218,0.1381537654,0.1779032602,0.3210014274
llieMStewart: So impressed with Nicola Sturgeon. Wishing that interview had gone out across the UK.  Much respect. AskNicola bbcqt,0.015374919,0.2209421605,0.0760647426,0.0406169051,0.3900826769,0.2569185959
"macbrum: avid_Cameron Tories undersold
 Royal Mail by £1BILLION
 Northern Rock by £4.8BILLION
 Lloyds by £2.3BILLION
 4G by £1.2BILL…",0.0253584736,0.1501585899,0.0463443519,0.0545564113,0.2898227667,0.4337594066
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
ankymam: rancesHinde d_Miliband ailyMirror so far Miliband on 74% Cameron 24%. Bet that won't be in papers tomorrow,0.0590536085,0.214835734,0.1417835604,0.1804248801,0.1988036276,0.2050985894
unleavy138 taylor5633 d_Miliband or snp who got into bed with tories for 4 yrs Did snp voters want that,0.2899074956,0.1746624567,0.1186525971,0.1773154973,0.0846537927,0.1548081607
amesosh: Clegg talking crap on tuition fees. He wasn't between 'rock and hard place'. I was in the room when he decided to vote for it…,0.0567285141,0.3608280538,0.2332793612,0.1648286438,0.0636521467,0.1206832804
newsnight dismissive of Clegg - even-handed Auntie?,0.0313466803,0.1143360098,0.2789087206,0.3023528458,0.1331481084,0.1399076351
"unayed_: Whenever I see Nick Clegg on TV, it just reminds me of this wonderful moment. BBCQT ",0.0,0.035212524,0.1317706287,0.1070115305,0.4689120487,0.2570932681
"Betway have opened a leadership sack race market, Nick Clegg 4/7 favourite to be the first party leader to leave his post after polling day",0.0818193266,0.158521031,0.0974246838,0.1951174174,0.2225736171,0.2445439241
abourEoin: Gosh!   Ed Miliband absolutely thumped David Cameron on the twitter worm tonight.... BBcqt ,0.0,0.1425149298,0.1696034461,0.2229916107,0.2773088868,0.1875811266
ichaelRosenYes: When Clegg admitted that he+Tories made 5million poorly paid wrkers give away 12 billion so the rich cld be confident …,0.0751934502,0.1862925557,0.203739264,0.1901275758,0.1717361862,0.172910968
Ed Miliband vs the Chernobyl fox: How to eat an unwieldy sandwich ,0.0242321504,0.1122959062,0.2157261257,0.2896999654,0.1777973862,0.1802484661
"vetteCooperMP: ""I'm not going to cut tax credits or child benefit"" - d_Miliband. Clear choice for working parents - too much to lose…",0.0809079521,0.2459059171,0.2276086984,0.189941736,0.1146326735,0.141003023
"nionstogether: Labour didn't cause the crash. Not Ed Miliband saying that, the former Governor of the Bank of England bbcqt http://t.…",0.131562144,0.3280426106,0.1736006726,0.2074257305,0.0750130011,0.0843558412
rvineWelsh: So Lab mantra all will be well if we 'get the Tories out' now 'but we don't want them out badly enough to work with a cent…,0.1198018462,0.1894817175,0.2501466501,0.2857873917,0.0651232763,0.0896591183
hunkymark: How would labour supporters/country feel if d_Miliband let Tories have another 5 years by refusing to have coalition with…,0.0904455822,0.3623096202,0.2978031942,0.1683193709,0.0364126034,0.0447096292
tewartHosieSNP: heSNP want to lock the Tories out of power. Why is Miliband threatening to allow Cameron back into Downing Street?  …,0.0472036955,0.4131989843,0.2304806882,0.2192495763,0.0325222413,0.0573448143
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
"adyDurrant: Surging Sturgeon slaps down Miliband: SNP leader vows to block a Labour budget if Ed does not make a deal with her.
http:…",0.0620747048,0.3134766397,0.1403668511,0.1681164095,0.1198764627,0.1960889321
KIP: Don't forget at 22:50 on BBC1 is the AskNigelFarage programme with UKIP Leader igel_Farage  bbcqt TeamNigel …,0.2021884917,0.1331066452,0.0421928693,0.116792409,0.1996433666,0.3060762182
tewartbremner: The Oh-Dear Hunter is playing a foolhardy and dangerous game with a gun the Tories loaded. GE2015 …,0.025926012,0.4300536449,0.0927980823,0.1411173082,0.1175883229,0.1925166297
Ari-vafancul! ,0.1218433614,0.2579458622,0.1270362439,0.1298029071,0.1853155189,0.1780561065
ainmartin1: An Audience with Nigel Farage? This format has gone downhill since the glory days of An Audience with Billy Connolly.,0.0535495729,0.2647232902,0.3784089465,0.1835831321,0.0492276022,0.0705074562
USA VIDEO: Sturgeon on post-election deals  UK,0.0235838563,0.1235181778,0.0287621523,0.1378553477,0.279116825,0.407163641
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
artinSLewis: Miliband has grown in presentational confidence enormously - he had more humour and warmth than Cameron. bbcqt,0.035565209,0.1119324691,0.1928273789,0.2243797422,0.2317256769,0.2035695239
"eteWishart: The winner of this 'debate' is Nicola Sturgeon, again. And she's not even there. bbcqt",0.1209598572,0.276586208,0.2039862897,0.1590428293,0.1235911742,0.1158336416
ichael_Heaver: Thurrock is getting ready to GoPurple ,0.0989010032,0.1570711635,0.0636281475,0.1859974344,0.1555318948,0.3388703565
"wenJones84: David Cameron *refuses* to rule out cutting child benefit. When we all march into the polling booths next week, let’s reme…",0.0623238319,0.2812257275,0.1080216388,0.1409577581,0.1687126207,0.238758423
erardWoodhous1: Wow. Tory MPs can read each others' minds and type and the exact same time................ BBCqt …,0.0674255068,0.1531223106,0.1554387951,0.2164390193,0.2153958952,0.192178473
cotNational: Sturgeon: Trident is wrong priority  ,0.0981821506,0.3053904404,0.231206684,0.153642811,0.0819187507,0.1296591634
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
ennyFarq: SNP is wrong to vote on English schools and hospitals: my column for Friday's heScotsman. ,0.0536196234,0.1775807985,0.2183570676,0.258513839,0.1261488812,0.1657797903
KLabour: Confirmed by d_Miliband - there'll be no deals and no coalitions with the SNP bbcqt ,0.0641058184,0.1945093325,0.201333987,0.1596513801,0.1693324643,0.2110670177
elki13: Milliband proving beyond all doubt Labour is an establishment party &amp; Scotland is only there to provide seat numbers AntiScot…,0.1470868243,0.1827187366,0.0785639686,0.1448703704,0.2199303009,0.2268297992
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
"Nicola Sturgeon, what a woman 💙💙",0.0194356944,0.1234316952,0.0419419066,0.1047056417,0.3338408803,0.3766441819
TVNews: Sturgeon: 'It sounded as if Miliband was saying he'd rather see David Cameron back in power than work with the SNP.' http://t.…,0.0687603157,0.1621083482,0.1948478002,0.2280742948,0.1494454859,0.1967637551
enjleonard: i thought ed miliband did pretty well but how he could say that the last labour government didn't overspend is beyond me,0.1273393908,0.2134374975,0.2006351156,0.2952187591,0.0533764129,0.1099928242
"Right, Farage, hurry up &amp; offend sensibilities of all right-minded individuals. I've got an NFLDraft to prepare for, where my BucsDraft 1",0.037146075,0.2965280008,0.1344525513,0.1745080306,0.1331015528,0.2242637894
"uttonnick  But All the papers, bar 1, are Tory Phamplets !!!",0.0543619491,0.190183437,0.1273356516,0.1682887018,0.1679107045,0.2919195559
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
"VIDEO: Sturgeon on post-election deals: The SNP leader says if Labour's Ed Miliband ""turns his back"" on any po... ",0.0583556181,0.1352152847,0.160224394,0.2348517038,0.2150030127,0.1963499867
"eljomur: So just to be straight (i didn't watch bbcqt), Ed would rather a Tory gov. then have Labour work w/the SNP. BetterTogether …",0.0634412314,0.1782289622,0.3112433769,0.2402665908,0.0966226202,0.1101972185
Alexander challenges Tory welfare cuts ,0.0423500723,0.1359287392,0.1288414408,0.2567942971,0.1239242986,0.312161152
wenJones84: Woohoo! Ed Miliband pointing out that social security bill being fuelled by subsidies for low wages! The facts banished fr…,0.0634462913,0.1460596608,0.0629093303,0.1147735049,0.2695634492,0.3432477635
kyttedal Bättre att du arbetar för UKIP framgångar istället...,0.0421812881,0.2374622329,0.1526065267,0.1890662044,0.1766628025,0.2020209453
"Guardian/ICM poll: David Cameron on top 44% of viewers that Cameron was “best on the night�?, compared Miliband and Clegg",0.0334899723,0.1005273882,0.0810708516,0.1545376712,0.2791450125,0.3512291042
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
VIDEO: 'I will never apologise' for coalition: Lib Dem leader Nick Clegg has defended his decision to go into ... ,0.0527350846,0.1438768589,0.2097633769,0.2296941069,0.2023974397,0.161533133
eaubeau888: Ed Milliband came on top on the Sun's Twitter worm. Bet they won't mention that in their paper tomorrow. …,0.066328357,0.1938023063,0.1134441002,0.1899816508,0.201346109,0.2350974767
umber10cat: In the usual bbcqt slot the BBC is showing 30 minutes of just Nigel Farage; not sure I'll be able to tell the difference.…,0.0581851467,0.2448052298,0.3023268077,0.2326154344,0.072631503,0.0894358784
=ubmarjne is FHAT Ed Miliband,0.112223333,0.2019506229,0.1707953123,0.1606474748,0.1913576829,0.1630255741
arrySheerman: With nothing else to criticise Ed Miliband for so neutral old Etonian BBC correspondent mentions stumble followed by Nic…,0.1525656663,0.1775773329,0.1334405866,0.1488460806,0.2178351286,0.1697352049
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
"ackHarrison: I thought that Clegg did well tonight. Strong, assertive and proud of a government that hasn't done too bad. LibDems …",0.0475957654,0.126803701,0.0777115832,0.1345822211,0.2221721889,0.3911345404
"aniloxxv: ""UKIP is the bastard child of the big three parties. With apologies to all bastards."" - eterTatchell at the University of …",0.0436324143,0.1777989295,0.0955481632,0.1691081059,0.2464260192,0.267486368
"unartits: 'NHS should spend money on helping homosexuals become straight' - UKIP 
if you are voting UKIP please reevaluate your life",0.1013637644,0.2413283864,0.24591432,0.1941700695,0.1050133493,0.1122101105
TELEGRAPH Watch: Ed Miliband trips off the stage ,0.0706421497,0.0942534682,0.1300196354,0.1876638936,0.2334756379,0.2839452151
BBCNews VIDEO: 'I will never apologise' for coalition: Lib Dem leader Nick Clegg has defended ...  WorldRSSFeeds,0.0406692536,0.1307236755,0.176315796,0.1996820191,0.2406344994,0.2119747564
"ritainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",0.0491099179,0.1184505369,0.1675080671,0.1255423395,0.2134242072,0.3259649313
UK's Miliband: I'd pass on PM job rather than do deal with Scots nationalists,0.1774637591,0.2578421112,0.1616179432,0.2159025915,0.0862648145,0.1009087807
=avidfiggins vote UKIP now,0.103943031,0.2049785023,0.1465896489,0.1710932655,0.1611471227,0.2122484297
"Last ten polls (from all pollsters) : Five tory leads, 4 labour leads, 1 tied",0.1983211672,0.1047983998,0.1130547378,0.2105029134,0.1096402353,0.2636825465
"=KlPVoter aily_politics igel_Farage o_Coburn BC as been said already, the BBC hate UKIP.",0.0989117134,0.3729468856,0.1729002239,0.1423907536,0.0931718665,0.1196785571
conBritain: Ed Miliband standing firm on SNP despite tough questioning from Dimbleby and audience. Playing a tough hand with confidenc…,0.0264360245,0.259002414,0.0475993626,0.1110507082,0.1701379444,0.3857735464
"englaze: Great line from Lucy Powell on Miliband's minor trip: ""Ed slipped on David Cameron's sweat."" GE2015 bbcqt",0.0107587614,0.168394099,0.0796451074,0.1184747735,0.3489265146,0.2738007441
arkBeige: If you were really drunk and in a bad way Ed Milliband would help get you home. Cameron would take pics and post them on Fac…,0.0,0.0668696104,0.0859028034,0.2395576155,0.309715932,0.2979540388
ichaelH14: Ed Miliband : it wasn't the spending on teachers &amp; nurses in Britain that crashed the global economy. 'Bout time someone sa…,0.0675754089,0.1718447661,0.2152964175,0.2243602596,0.1512603199,0.1696628279
=racieSamuels and why should we be paying for those Tories and bankers mistakes of messes anrd ruining are country,0.0753934208,0.656016805,0.1265838418,0.0903792947,0.0212084883,0.0304181494
olitics_co_uk: Nick Clegg was the surprise winner of the bbcqt debate  ,0.0632926379,0.1061751017,0.0576252298,0.1664948994,0.2881660368,0.3182460944
irrorPolitics: Sweating PM Cameron slammed over cuts and NHS on bbcqt  ,0.0304890452,0.1280944701,0.1380295851,0.3736968899,0.0933708044,0.2363192053
"UKIP 

igel_Farage �?�?�?

YesNigel 
TeamNigel 

GE2015 ~ VoteUKIP ",0.0238017265,0.1023843203,0.0603125108,0.070305677,0.521694426,0.2215013393
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
"People are losing their minds over GE2015, and I include Milibland et al. The SNP are hardly the Army of the Covenant heading for Newcastle",0.1497230444,0.2429245407,0.2159508153,0.1566654886,0.1034356941,0.1313004169
"ight4UK: UKIP 

igel_Farage �?�?�?

YesNigel 
TeamNigel 

GE2015 ~ VoteUKIP ",0.048173086,0.1334781401,0.0701120895,0.1117323751,0.2850978682,0.351406441
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
M20x: Ed Miliband - It doesn't matter what your name is! Election2015 ,0.0604488826,0.0869122169,0.0522021627,0.1758022116,0.2619374418,0.3626970844
UKIP's Paul Salvidge opts to stand to answer questions while others stay seated. Still looks small from where I'm sitting hullnorth,0.0434770898,0.3808863184,0.281056282,0.1753159958,0.0604061188,0.0588581952
"amesMelville: If Miliband would rather let Tories back in than ""do a deal"" with the SNP,  Labour will lose the whole of the UK, not ju…",0.1685784407,0.4127360176,0.1725313034,0.1349404574,0.0621694765,0.0490443043
This is a pure belter by KIP Keep Scotland Scottish right enough shBash_ox eorge897 ,0.5564478209,0.0572386235,0.0088827331,0.0418516617,0.2338206164,0.1017585445
nitetheunion: Tory austerity simply hasn't worked for the many. See the graphic for Cameron's 'greatest hits' bbcqt …,0.0539984645,0.1444165394,0.1390789802,0.1641918667,0.2443689628,0.2539451864
imForScotland: Labour has called SNP bluff. The SNP must now be clear: are they willing to prevent or bring down a Labour government &amp;…,0.1194090402,0.2025045298,0.1823002241,0.2180207725,0.1386141177,0.1391513157
arypepworth: Allegra Stratton commenting that Ed Miliband was subjected to a tougher line of questioning. We did notice. newsnight,0.0590376232,0.2112688059,0.1442873635,0.1769384829,0.1782018164,0.2302659081
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
"eight_loss_fb: lose weight fast 
bbc ukip 39 fcbgetafe 28a bugil it peace gintama",0.0634811851,0.1138337962,0.0392936995,0.0590982722,0.3363382467,0.3879548004
VIDEO: 'I will never apologise' for coalition: Lib Dem leader Nick Clegg has defended his decision to go into ... ,0.0527350846,0.1438768589,0.2097633769,0.2296941069,0.2023974397,0.161533133
"eorgeAylett: Votes in the 2010 election:
- 10.7m Tories
- 8.6m Labour
- 6.8m LibDems
- 15.9m NON VOTERS
Your vote matters.
bbcqt http…",0.0360599313,0.2032059297,0.0766866388,0.1542083137,0.1898453841,0.3399938025
rHarryCole: Official: Miliband well and truly thumped by Cameron tonight. Absolutely brutal result from Digital Contact: …,0.0372989493,0.1596159472,0.1649895599,0.2502290018,0.1809016665,0.2069648754
VIDEO: 'No Labour government if SNP deal' ,0.0491254515,0.158200668,0.1350390047,0.2369852302,0.158073426,0.2625762196
ddMiliband: Ed Miliband trying to wear a suit ,0.0883996325,0.1742968575,0.1797170555,0.3045743185,0.0436082317,0.2094039043
"aveigotnews: Despite losing referendum, SNP poised to win every seat in Scotland, proving people love all their policies - except the …",0.1322274773,0.1974471203,0.0941402656,0.1229238475,0.2159176547,0.2373436346
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
"amesdoleman: Sun sacks worm after it shows Ed Miliband won debate 

 ",0.0941463798,0.1336210508,0.0968709826,0.1837191831,0.1661301192,0.3255122846
ngusMacNeilSNP: next lab leader post Miliband resignation on May 8th? ... my money on Andy Burnham ... Burnham could be PM within week…,0.0898504501,0.1074804077,0.1587823273,0.2220563434,0.2217145876,0.2001158838
SNP leader faces audience questions - ,0.0783755563,0.1379742407,0.12750793,0.1769477859,0.2219538059,0.2572406812
anwallaceukip: Ed Miliband thinks that the last Labour govt didn't over spend??? basicmaths,0.1294621504,0.2678145123,0.1795433039,0.2374517546,0.0847778936,0.1009503852
"eight_loss_fb: lose weight fast 
bbc ukip 39 fcbgetafe 28a bugil it peace gintama",0.0634811851,0.1138337962,0.0392936995,0.0590982722,0.3363382467,0.3879548004
"eckenham but the Tories claim to have created millions of jobs, and they'll increase the minimum wage at the same rate...",0.2620611321,0.2645169564,0.269813295,0.1441311437,0.0271667508,0.0323107219
APonsonby: Looks like a last throw of dice from Miliband. But Blackmail never works. SNP will dine out on 'Miliband prefers Tories' l…,0.0536018857,0.3123432529,0.1960930848,0.1592765457,0.0815875345,0.1970976964
ozApple: Interview time - SNP supporters in the bus shelter! icolaSturgeon activeSNP VoteSNP GE15 ,0.0,0.0973501257,0.0694170502,0.1145919422,0.3283490508,0.390291831
ESthatcherDead: With Miliband breaking the new Klabour vow next week (not to team up with SNP). we really need our independence from…,0.0142171113,0.0929621206,0.3062149028,0.1423408185,0.2673139564,0.1769510903
wcuddleston: How can you not like Ed Miliband? Milifandom VoteLabour ,0.0409960902,0.1323092756,0.1625806059,0.1885309267,0.2567934996,0.218789602
"ool55SW19 seen through your Tory eyes Jill :) Miliband has far more empathy with people than Cameron ever will, roll on next Thursday :)",0.0262612496,0.0616143555,0.043529508,0.2375622872,0.3756836763,0.2553489234
VIDEO: Sturgeon on post-election deals ,0.0346608964,0.0995220897,0.0369856124,0.1622810618,0.2572600153,0.4092903245
"BC careful caller, you're talking to someone who hates UKIP and all they stand for.
Collins welcomes uncontrolled immigration.",0.1048984564,0.284737439,0.1870185665,0.157360353,0.1357657176,0.1302194674
millibrandcuts rusty rocket and Tory manifesto,0.0611642116,0.0816722841,0.1144685732,0.1519591102,0.3293726646,0.2613631563
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
APonsonby: lairmcdougall cotlandTonight bcqt Miliband said he'd spurn SNP support even if it meant NOT becoming PM. No Govt to b…,0.0612804213,0.216545476,0.1780639316,0.1509442045,0.1970483582,0.1961176084
"ight4UK: UKIP 

igel_Farage �?�?�?

YesNigel 
TeamNigel 

GE2015 ~ VoteUKIP ",0.048173086,0.1334781401,0.0701120895,0.1117323751,0.2850978682,0.351406441
"After watching election thing on BBC, Ed Miliband has simple trick of finding out name of person who asked question, instant rapport.",0.1733842257,0.3621540279,0.2251042372,0.1483312654,0.0411086572,0.0499175866
abourList: Senior Tories caught out all tweeting the same thing about Cameron on Question Time ,0.1347434674,0.1348639089,0.1342482132,0.3260464858,0.0788480404,0.1912498843
"CPoliticsUK: YouGov/Sun:

CON 34 (-1)
LAB 35 (+1)
LIB 8 (-1)
UKIP 12 (=)
GRN 5 (+1)

Fieldwork 29th-30th (before bbcqt)
Daily roundup…",0.0234579992,0.0931737712,0.0625961171,0.0792622908,0.2968665979,0.4446432238
"rvineWelsh: Miliband saying to Lab activists in Eng, 'if it's close (looks it could be) then we'll stand aside &amp; let Tories rule rathe…",0.0354990043,0.1915139916,0.0928917105,0.1448509804,0.2082509163,0.3269933969
skrigglad: Miliband's pledge to make Islamophobia a crime will be cheered by sex-grooming gangs in Rotherham and election-stealers in …,0.0269123018,0.2093488747,0.0375018019,0.106470804,0.2287112192,0.3910549984
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
"JobTracker - the majority of Britain,Cameron serves the elites bankers&amp;corporations and the Zionists... David Cameron covers up-",0.0,0.1798301118,0.1572720496,0.1550907171,0.2781369999,0.2296701216
bbcnewsnight Cameron v slick on bbcqt but he is fighting a xenophobic campaign against SNP to beat Labour &amp; Union is now doomed 1/2,0.1787996862,0.2057148141,0.2076009254,0.1909091624,0.0620291072,0.1549463048
untinRobert: The finest reply to Ed M's dismissal of Scots' democratic votes is to deliver 59 SNP MPs.,0.0487871067,0.1908411546,0.1472046331,0.1670473145,0.2203404866,0.2257793044
edHotSquirrel: 'Take Climate Change for example' says Miliband 'one of the major industries of our country'. Delusional left-wing unsu…,0.1501792722,0.1471495521,0.1736046999,0.276317029,0.0879748872,0.1647745595
hris_burt_: What bluff? Labour have imploded in Scotland snp election  ,0.1856208205,0.1516811637,0.1556487822,0.2617292446,0.0952230169,0.1500969721
attChorley: Cameron comes out on top: PM wins TV debate as Miliband feels the heat over Labour's spending  http:…,0.0539453187,0.1300760172,0.0974177594,0.1734355653,0.2496032997,0.2955220396
wenJones84 ei ei ei o up the opinion polls we go when we get 2 power this what we'll sing Edward Miliband Edward Miliband Edward is r King,0.0253322216,0.199202829,0.045693735,0.0834906915,0.2243151791,0.4219653438
"bstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) …",0.0,0.1126397055,0.0905532339,0.1936006766,0.2860390204,0.3171673635
en_H_Ward me too its been interesting. Just dont vote SNP haha 😂,0.0434662418,0.1889068833,0.1021885175,0.2480329488,0.2127342269,0.2046711816
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
artythetrucker: d_Miliband So. To be clear you'd rather gives the keys to that tory prick than listen to the people you BEGGED TO ST…,0.2207813181,0.3320811506,0.0694917657,0.102900791,0.1433388597,0.1314061149
"eight_loss_fb: lose weight fast 
bbc ukip 39 fcbgetafe 28a bugil it peace gintama",0.0634811851,0.1138337962,0.0392936995,0.0590982722,0.3363382467,0.3879548004
"englaze: Great line from Lucy Powell on Miliband's minor trip: ""Ed slipped on David Cameron's sweat."" GE2015 bbcqt",0.0107587614,0.168394099,0.0796451074,0.1184747735,0.3489265146,0.2738007441
ev1nMacK1nnon: I blame the Snp for my sons excellent free nursery place wearealldoomed raquir he45Storm rMalky TARBRIGHT164 @…,0.0380787772,0.3584276496,0.1588794581,0.1394381699,0.1357660753,0.1694098698
UK's Labour leader Miliband stumbles after live TV questions from voters ,0.0919610673,0.1609828286,0.1282328184,0.2148744625,0.20540115,0.1985476733
istorywoman: .avey1233 tuart_w64 alummiller nightAngel45 ingsScotland You're living in the past. But then that's what the SN…,0.1029708952,0.1566199501,0.1902449291,0.1319872936,0.1589702032,0.2592067287
"rmarksteel: Tomorrow Miliband will say 'let me tell you this, I'm not even voting for myself in case I do a deal with the SNP'.",0.0373907043,0.24599774,0.2073154853,0.2210961653,0.1285498455,0.1596500596
"Cameron did well tonight but, to give her her due, Sturgeon was bloody brilliant. I think Poor Ed should maybe just take a holiday.",0.0583699697,0.1003199755,0.3231264318,0.2305508153,0.1817823063,0.1058505014
"ngusMacNeilSNP last week in a podcast, I suggested Nicola Sturgeon and Chuka Umunna should rule jointly. You never know, eh?!",0.0,0.2003998775,0.0951880343,0.2214471241,0.2179871639,0.2649778002
